,UDI,Product ID,Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Target,Failure Type,Failure Type Cat
3065,3066,M17925,M,300.1,309.2,1687,27.7,95,0,Random Failures,4
5799,5800,L52979,L,301.5,310.8,1593,34.5,162,0,No Failure,1
6083,6084,L53263,L,300.9,310.7,1389,50.0,214,0,No Failure,1
7840,7841,L55020,L,300.2,311.6,1606,31.0,199,0,No Failure,1
2314,2315,L49494,L,299.2,308.9,1368,47.2,175,0,No Failure,1
2078,2079,M16938,M,299.4,309.3,1692,28.4,201,0,No Failure,1
6248,6249,L53428,L,300.8,310.1,1405,61.2,189,1,Power Failure,3
4137,4138,L51317,L,301.7,310.1,1384,50.5,38,0,No Failure,1
6344,6345,H35758,H,300.2,309.8,1374,47.7,8,0,No Failure,1
895,896,M15755,M,295.6,306.2,1435,51.6,126,0,No Failure,1
961,962,L48141,L,295.8,306.5,1493,40.5,90,0,No Failure,1
3028,3029,L50208,L,300.5,309.5,1379,55.6,2,0,No Failure,1
4894,4895,H34308,H,303.8,312.5,1447,46.6,198,0,No Failure,1
9139,9140,L56319,L,297.5,308.5,1536,36.9,108,0,No Failure,1
4781,4782,L51961,L,303.7,312.3,1384,45.9,121,0,No Failure,1
9729,9730,L56909,L,298.7,309.8,1695,29.0,145,0,No Failure,1
6208,6209,M21068,M,300.7,310.6,1418,46.3,84,0,No Failure,1
428,429,M15288,M,297.6,308.6,1595,36.9,25,0,No Failure,1
1260,1261,L48440,L,297.6,309.0,1528,33.8,22,0,No Failure,1
2640,2641,M17500,M,299.9,309.5,1372,56.2,133,0,No Failure,1
3358,3359,L50538,L,301.5,310.6,1522,36.6,202,0,No Failure,1
8836,8837,L56016,L,297.4,308.9,1708,28.8,174,0,No Failure,1
9475,9476,L56655,L,298.8,309.6,1523,41.9,165,0,No Failure,1
4532,4533,H33946,H,302.5,310.4,1422,41.9,156,0,No Failure,1
7477,7478,M22337,M,300.1,311.3,1518,40.2,130,0,No Failure,1
6070,6071,L53250,L,300.9,310.9,1615,32.0,183,0,No Failure,1
3980,3981,M18840,M,302.2,311.3,1375,47.0,98,0,No Failure,1
7838,7839,L55018,L,300.2,311.6,1372,49.2,195,0,No Failure,1
3192,3193,M18052,M,300.1,309.2,1418,39.8,221,0,No Failure,1
3418,3419,H32832,H,301.6,310.6,1555,40.4,139,0,No Failure,1
6920,6921,M21780,M,301.2,311.6,1423,48.0,199,0,No Failure,1
6815,6816,L53995,L,300.9,310.7,1427,44.1,141,0,No Failure,1
7526,7527,L54706,L,300.1,311.4,1660,31.4,38,0,No Failure,1
2646,2647,M17506,M,299.8,309.5,1453,43.2,153,0,No Failure,1
695,696,L47875,L,297.6,309.0,1487,45.4,64,0,No Failure,1
1925,1926,L49105,L,297.9,307.7,1537,37.7,15,0,No Failure,1
1537,1538,M16397,M,298.4,309.1,1467,39.6,78,0,No Failure,1
575,576,M15435,M,297.9,309.9,1410,55.4,188,0,No Failure,1
5044,5045,L52224,L,304.1,313.2,1412,47.5,150,0,No Failure,1
7161,7162,L54341,L,300.2,310.2,1440,42.9,191,0,No Failure,1
4591,4592,H34005,H,302.9,311.2,2102,17.8,91,0,No Failure,1
3835,3836,M18695,M,302.3,311.1,1435,43.1,149,0,No Failure,1
5328,5329,M20188,M,303.7,312.9,1406,41.9,48,0,No Failure,1
9937,9938,L57117,L,298.3,308.1,1505,46.1,80,0,No Failure,1
2028,2029,M16888,M,298.7,308.3,1349,46.6,74,0,No Failure,1
2883,2884,L50063,L,300.6,309.5,1437,40.0,55,0,No Failure,1
616,617,H30030,H,298.1,309.9,1686,29.1,60,0,No Failure,1
6855,6856,M21715,M,301.1,311.3,1654,30.7,28,0,No Failure,1
3505,3506,L50685,L,301.6,310.8,1726,26.7,150,0,No Failure,1
2941,2942,M17801,M,300.7,309.6,1996,19.8,203,1,Tool Wear Failure,5
3017,3018,L50197,L,300.5,309.8,1305,51.7,202,0,No Failure,1
5756,5757,M20616,M,302.0,311.5,1366,52.3,54,0,No Failure,1
6999,7000,M21859,M,300.6,310.7,1457,36.7,193,0,No Failure,1
7172,7173,M22032,M,300.1,310.1,1402,46.6,10,0,No Failure,1
4141,4142,H33555,H,301.7,310.1,1462,38.3,49,0,No Failure,1
6912,6913,M21772,M,300.8,311.2,1634,31.9,178,0,No Failure,1
5930,5931,L53110,L,300.3,310.3,1483,51.6,50,0,No Failure,1
4966,4967,L52146,L,303.8,312.6,1793,28.1,170,0,No Failure,1
1540,1541,M16400,M,298.4,309.1,1525,39.3,86,0,No Failure,1
7530,7531,M22390,M,300.1,311.4,1617,39.3,47,0,No Failure,1
954,955,H30368,H,295.6,306.2,1414,42.5,69,0,No Failure,1
9000,9001,L56180,L,297.0,307.9,1493,46.1,173,0,No Failure,1
2711,2712,L49891,L,299.6,309.1,1407,50.6,85,0,No Failure,1
913,914,L48093,L,295.5,306.0,1621,29.5,176,0,No Failure,1
6115,6116,L53295,L,300.8,310.9,1457,47.7,82,0,No Failure,1
964,965,L48144,L,295.7,306.5,1737,26.2,97,0,No Failure,1
1073,1074,L48253,L,297.0,307.8,1414,47.5,168,0,No Failure,1
2793,2794,L49973,L,300.3,309.6,1597,31.8,73,0,No Failure,1
9220,9221,L56400,L,297.8,308.9,1282,58.1,108,0,No Failure,1
209,210,L47389,L,298.4,308.6,1477,44.0,124,0,No Failure,1
1288,1289,M16148,M,298.5,309.6,1441,48.2,107,0,No Failure,1
2397,2398,L49577,L,299.2,308.6,1582,38.8,156,0,No Failure,1
6120,6121,M20980,M,300.9,311.2,1472,40.0,93,0,No Failure,1
6214,6215,L53394,L,300.9,310.7,1392,44.2,97,0,No Failure,1
8364,8365,L55544,L,298.9,309.8,1396,49.0,13,0,No Failure,1
5961,5962,L53141,L,300.3,310.7,1539,32.3,123,0,No Failure,1
4322,4323,M19182,M,301.7,310.1,1431,44.0,61,0,No Failure,1
2720,2721,L49900,L,299.6,309.2,1559,39.1,110,0,No Failure,1
2237,2238,L49417,L,299.3,308.6,1403,50.6,189,0,No Failure,1
9075,9076,L56255,L,297.3,308.1,1506,36.0,150,0,No Failure,1
5718,5719,L52898,L,302.4,312.0,1621,32.5,169,0,No Failure,1
3990,3991,H33404,H,302.2,311.2,1692,28.2,122,0,No Failure,1
1005,1006,L48185,L,296.2,307.2,1382,52.0,201,0,No Failure,1
1600,1601,M16460,M,297.8,307.8,1543,43.7,8,0,No Failure,1
9202,9203,L56382,L,297.8,308.8,1548,36.9,64,0,No Failure,1
437,438,L47617,L,297.3,308.3,1538,38.5,47,0,No Failure,1
215,216,L47395,L,298.3,308.6,1548,40.3,140,0,No Failure,1
1589,1590,M16449,M,298.1,308.3,1453,41.5,204,0,No Failure,1
9377,9378,H38791,H,297.7,308.3,1488,41.0,101,0,No Failure,1
7851,7852,L55031,L,300.4,311.7,1373,47.2,3,0,No Failure,1
9086,9087,L56266,L,297.1,307.8,1428,43.7,179,0,No Failure,1
1462,1463,L48642,L,298.9,310.2,1706,27.6,103,0,No Failure,1
4668,4669,H34082,H,303.3,311.4,1692,27.9,55,0,No Failure,1
5755,5756,L52935,L,302.1,311.4,1391,49.2,52,0,No Failure,1
3824,3825,L51004,L,302.3,310.9,1620,30.3,112,0,No Failure,1
6368,6369,M21228,M,300.0,309.6,1423,48.7,67,0,No Failure,1
5197,5198,H34611,H,303.8,312.9,1570,35.8,147,0,No Failure,1
79,80,L47259,L,298.8,308.9,1402,37.9,2,0,No Failure,1
6204,6205,M21064,M,300.9,310.8,1519,34.9,73,0,No Failure,1
3897,3898,M18757,M,302.2,311.1,1640,32.8,77,0,No Failure,1
7825,7826,M22685,M,299.9,311.2,1579,35.5,162,0,No Failure,1
9981,9982,L57161,L,298.7,308.5,1353,47.0,190,0,No Failure,1
6899,6900,L54079,L,300.9,311.6,1671,33.5,148,0,No Failure,1
4178,4179,L51358,L,302.5,310.9,1624,34.4,146,0,No Failure,1
6345,6346,L53525,L,300.2,309.8,1650,29.6,13,0,No Failure,1
1300,1301,L48480,L,298.7,309.8,1322,57.0,140,0,No Failure,1
4738,4739,M19598,M,303.2,311.4,2102,19.0,5,0,No Failure,1
6411,6412,M21271,M,300.4,310.0,1560,42.3,186,0,No Failure,1
4511,4512,L51691,L,302.5,310.2,1454,43.0,108,0,No Failure,1
509,510,M15369,M,297.6,309.3,1415,41.3,17,0,No Failure,1
4869,4870,L52049,L,303.7,312.4,1718,26.5,130,0,No Failure,1
6646,6647,L53826,L,301.5,310.5,1479,34.2,147,0,No Failure,1
1011,1012,M15871,M,296.2,307.3,1451,42.8,11,0,No Failure,1
2039,2040,M16899,M,299.0,308.9,1449,39.6,105,0,No Failure,1
6195,6196,L53375,L,300.9,310.8,1729,30.2,53,0,No Failure,1
4613,4614,L51793,L,303.1,311.3,1403,55.6,150,0,No Failure,1
2820,2821,L50000,L,300.2,309.5,1436,48.8,135,0,No Failure,1
9734,9735,H39148,H,298.9,310.1,1458,44.3,156,0,No Failure,1
146,147,H29560,H,298.5,308.4,1612,36.1,174,0,No Failure,1
778,779,L47958,L,296.7,308.0,1580,32.2,39,0,No Failure,1
9229,9230,M24089,M,298.1,309.0,2042,17.8,129,0,No Failure,1
8928,8929,L56108,L,297.4,308.4,1531,41.5,213,0,No Failure,1
1522,1523,H30936,H,298.2,309.0,1562,37.7,36,0,No Failure,1
9356,9357,L56536,L,298.3,308.9,1270,52.7,44,0,No Failure,1
1183,1184,L48363,L,297.3,308.4,1513,40.5,25,0,No Failure,1
9101,9102,H38515,H,297.3,308.2,1653,31.4,9,0,No Failure,1
4080,4081,L51260,L,302.0,310.4,1357,58.0,108,1,Heat Dissipation Failure,0
6916,6917,M21776,M,300.9,311.3,1603,31.8,190,0,No Failure,1
1930,1931,M16790,M,298.1,307.9,1569,37.0,29,0,No Failure,1
7543,7544,L54723,L,300.3,311.5,1446,45.0,82,0,No Failure,1
9620,9621,L56800,L,298.9,310.0,1470,45.9,109,0,No Failure,1
6454,6455,L53634,L,300.7,310.1,1598,32.8,79,0,No Failure,1
7473,7474,M22333,M,300.3,311.6,1304,62.8,118,0,No Failure,1
8062,8063,M22922,M,300.3,311.6,1359,54.1,81,0,No Failure,1
1723,1724,L48903,L,298.2,307.8,2029,19.9,96,0,No Failure,1
8356,8357,M23216,M,298.6,309.6,1344,59.4,200,0,No Failure,1
923,924,M15783,M,295.5,306.0,1423,45.3,205,0,No Failure,1
5076,5077,L52256,L,304.2,313.2,1464,44.9,37,0,No Failure,1
8135,8136,L55315,L,299.6,311.0,1554,36.3,62,0,No Failure,1
946,947,L48126,L,295.6,306.2,1287,54.8,49,0,No Failure,1
725,726,L47905,L,297.4,308.8,1640,34.2,142,0,No Failure,1
391,392,L47571,L,297.6,308.6,1491,38.1,152,0,No Failure,1
6303,6304,H35717,H,301.2,310.6,1457,50.5,114,0,No Failure,1
5330,5331,L52510,L,303.6,312.9,1588,31.9,53,0,No Failure,1
1122,1123,L48302,L,296.5,307.6,1541,38.5,98,0,No Failure,1
7014,7015,H36428,H,300.5,310.5,1403,47.7,24,0,No Failure,1
8806,8807,L55986,L,297.4,308.5,1692,34.3,83,0,No Failure,1
7160,7161,M22020,M,300.2,310.1,1485,40.5,188,0,No Failure,1
1163,1164,L48343,L,296.9,307.9,1367,47.1,204,0,No Failure,1
8029,8030,M22889,M,300.6,311.9,1629,35.3,0,0,No Failure,1
4186,4187,M19046,M,302.2,310.6,1570,34.6,163,0,No Failure,1
4631,4632,L51811,L,303.0,311.2,1383,44.6,198,0,No Failure,1
911,912,M15771,M,295.6,306.1,1490,42.7,171,0,No Failure,1
3796,3797,M18656,M,302.1,310.8,1504,37.5,42,0,No Failure,1
457,458,L47637,L,297.4,308.6,1276,53.6,103,0,No Failure,1
1060,1061,H30474,H,296.7,307.9,1424,53.8,133,0,No Failure,1
728,729,M15588,M,297.4,308.7,1425,50.3,152,0,No Failure,1
4247,4248,L51427,L,302.6,311.0,1369,60.0,93,1,Heat Dissipation Failure,0
2567,2568,L49747,L,299.4,309.1,1766,24.6,158,0,No Failure,1
1608,1609,L48788,L,297.8,307.7,1393,38.0,29,0,No Failure,1
6292,6293,L53472,L,301.0,310.4,1614,31.6,84,0,No Failure,1
4320,4321,L51500,L,301.7,310.3,1397,44.6,57,0,No Failure,1
1735,1736,L48915,L,298.4,308.0,1380,47.6,130,0,No Failure,1
9868,9869,L57048,L,298.9,309.9,1526,35.4,96,0,No Failure,1
9954,9955,M24814,M,298.1,307.9,1446,42.8,121,0,No Failure,1
6001,6002,M20861,M,300.4,310.2,1380,47.3,5,0,No Failure,1
9489,9490,L56669,L,298.9,309.7,1407,41.9,207,0,No Failure,1
8053,8054,L55233,L,300.5,311.9,1887,21.7,56,0,No Failure,1
6253,6254,L53433,L,300.9,310.4,1615,30.9,200,0,No Failure,1
6160,6161,L53340,L,301.0,310.9,1570,34.0,192,0,No Failure,1
639,640,L47819,L,298.0,309.6,1403,51.3,122,0,No Failure,1
3289,3290,M18149,M,301.2,310.1,1295,56.6,39,0,No Failure,1
3688,3689,L50868,L,302.0,311.2,1420,45.8,192,0,No Failure,1
2133,2134,H31547,H,299.3,309.0,1732,29.7,141,0,No Failure,1
4038,4039,L51218,L,302.0,310.9,1546,34.4,7,0,No Failure,1
1804,1805,L48984,L,298.1,307.7,1495,48.1,111,0,No Failure,1
6295,6296,H35709,H,301.1,310.6,1782,24.9,93,0,No Failure,1
4477,4478,L51657,L,302.6,310.3,1647,34.2,14,0,No Failure,1
8515,8516,L55695,L,298.2,309.4,1443,45.4,187,0,No Failure,1
689,690,H30103,H,297.6,309.0,1354,55.6,46,0,No Failure,1
7223,7224,L54403,L,299.8,309.6,1374,51.6,137,0,No Failure,1
7107,7108,H36521,H,300.9,310.5,1512,41.2,49,0,No Failure,1
1740,1741,M16600,M,298.5,307.9,1640,33.1,146,0,No Failure,1
8430,8431,L55610,L,298.9,310.2,1304,57.2,183,0,No Failure,1
5340,5341,L52520,L,303.5,312.7,1393,49.3,82,0,No Failure,1
3714,3715,M18574,M,302.3,311.4,1855,23.9,43,0,No Failure,1
4582,4583,L51762,L,302.9,311.2,1634,36.9,71,0,No Failure,1
9859,9860,M24719,M,298.6,309.5,1580,33.9,70,0,No Failure,1
2989,2990,L50169,L,300.6,309.8,1502,42.4,133,0,No Failure,1
3735,3736,M18595,M,302.2,311.1,1434,58.6,102,0,No Failure,1
5245,5246,L52425,L,303.6,313.0,1575,38.3,54,0,No Failure,1
1797,1798,M16657,M,298.0,307.6,1508,41.8,89,0,No Failure,1
2934,2935,M17794,M,300.8,309.6,1546,42.3,186,0,No Failure,1
7312,7313,L54492,L,300.0,310.5,1412,52.4,142,0,No Failure,1
3773,3774,M18633,M,302.4,311.1,1887,22.4,197,0,No Failure,1
4761,4762,H34175,H,303.7,311.9,1332,52.7,66,1,Heat Dissipation Failure,0
851,852,M15711,M,296.2,307.2,1389,48.6,7,0,No Failure,1
3376,3377,M18236,M,301.5,310.8,1385,47.5,30,0,No Failure,1
1114,1115,H30528,H,296.4,307.3,1540,37.4,75,0,No Failure,1
1332,1333,L48512,L,299.0,310.3,1868,24.0,221,0,No Failure,1
1812,1813,L48992,L,298.2,307.8,1476,36.8,134,0,No Failure,1
7714,7715,L54894,L,300.5,311.5,1487,43.0,78,0,No Failure,1
5356,5357,H34770,H,303.3,312.6,1692,29.0,125,0,No Failure,1
8876,8877,M23736,M,298.1,309.3,1752,25.2,77,0,No Failure,1
9056,9057,L56236,L,297.3,308.3,1430,41.9,95,0,No Failure,1
9113,9114,L56293,L,297.6,308.6,1744,28.5,42,0,No Failure,1
2617,2618,L49797,L,299.4,309.1,1670,35.9,68,0,No Failure,1
161,162,L47341,L,298.3,308.1,1412,52.3,218,1,Overstrain Failure,2
5864,5865,M20724,M,301.4,311.0,1486,36.5,91,0,No Failure,1
9470,9471,H38884,H,298.6,309.4,1439,47.1,149,0,No Failure,1
1159,1160,L48339,L,297.0,307.8,1609,35.6,193,0,No Failure,1
1198,1199,H30612,H,296.9,307.9,1557,36.5,63,0,No Failure,1
3585,3586,L50765,L,301.9,310.7,1947,25.0,137,0,No Failure,1
7578,7579,L54758,L,300.4,311.2,1673,28.9,171,0,No Failure,1
9149,9150,M24009,M,297.5,308.6,1429,50.5,129,0,No Failure,1
7102,7103,M21962,M,300.8,310.3,1494,42.2,35,0,No Failure,1
9240,9241,M24100,M,298.1,308.7,1362,49.6,158,0,No Failure,1
2262,2263,L49442,L,299.1,308.3,1533,42.4,48,0,No Failure,1
6672,6673,L53852,L,301.6,310.7,1424,50.5,214,0,No Failure,1
7,8,L47187,L,298.1,308.6,1527,40.2,16,0,No Failure,1
536,537,L47716,L,297.4,309.3,1759,24.8,81,0,No Failure,1
1470,1471,L48650,L,298.5,309.7,1437,42.6,120,0,No Failure,1
8261,8262,H37675,H,299.2,310.6,1434,48.4,153,0,No Failure,1
9194,9195,L56374,L,297.9,308.9,1393,40.6,45,0,No Failure,1
9098,9099,L56278,L,297.3,308.1,1468,49.8,0,0,No Failure,1
9867,9868,L57047,L,299.0,309.9,1411,44.7,94,0,No Failure,1
8793,8794,L55973,L,297.4,308.5,1782,25.9,54,0,No Failure,1
481,482,M15341,M,297.3,309.0,1556,39.5,168,0,No Failure,1
2151,2152,M17011,M,299.3,308.7,1289,51.5,185,0,No Failure,1
6637,6638,H36051,H,301.5,310.5,1453,48.0,124,0,No Failure,1
4395,4396,L51575,L,302.3,310.1,1513,40.4,22,0,No Failure,1
9811,9812,L56991,L,298.2,309.0,1610,31.7,155,0,No Failure,1
5794,5795,M20654,M,301.9,311.5,1492,40.8,150,0,No Failure,1
627,628,L47807,L,298.4,310.1,1455,42.2,94,0,No Failure,1
6592,6593,M21452,M,301.6,310.7,1457,47.8,7,0,No Failure,1
6412,6413,L53592,L,300.4,310.0,1423,44.2,189,0,No Failure,1
8768,8769,M23628,M,297.5,308.7,1363,53.6,194,0,No Failure,1
8892,8893,L56072,L,297.6,308.8,1475,43.0,119,0,No Failure,1
8633,8634,L55813,L,297.4,308.3,1336,53.7,61,0,No Failure,1
7534,7535,L54714,L,300.0,311.2,1418,47.3,60,0,No Failure,1
9567,9568,L56747,L,299.8,311.1,1412,42.5,181,0,No Failure,1
3909,3910,H33323,H,302.3,311.3,1744,30.3,116,0,No Failure,1
6760,6761,L53940,L,301.5,310.9,1451,40.6,0,0,No Failure,1
2621,2622,M17481,M,299.5,309.3,1506,41.5,77,0,No Failure,1
1756,1757,M16616,M,298.1,307.4,1363,60.1,187,0,No Failure,1
4732,4733,L51912,L,303.3,311.7,1539,38.5,221,0,No Failure,1
9367,9368,L56547,L,297.9,308.5,1472,45.1,70,0,No Failure,1
6476,6477,L53656,L,300.5,309.7,1384,48.6,141,0,No Failure,1
8586,8587,H38000,H,297.3,307.9,1461,37.5,161,0,No Failure,1
6675,6676,L53855,L,301.5,310.6,1579,28.0,220,0,No Failure,1
9371,9372,L56551,L,297.7,308.4,1289,51.3,82,0,No Failure,1
644,645,H30058,H,297.7,309.4,1608,30.2,135,0,No Failure,1
8091,8092,L55271,L,300.2,311.6,1375,56.9,155,0,No Failure,1
8422,8423,H37836,H,298.9,310.3,1243,63.0,163,0,No Failure,1
3497,3498,L50677,L,301.9,311.0,1642,33.1,126,0,No Failure,1
2908,2909,L50088,L,300.7,309.5,1251,59.9,120,0,No Failure,1
5709,5710,L52889,L,302.2,311.7,1556,38.6,145,0,No Failure,1
8169,8170,M23029,M,299.8,311.2,1745,26.3,150,0,No Failure,1
2247,2248,M17107,M,299.2,308.4,1396,48.5,5,0,No Failure,1
2061,2062,L49241,L,299.7,309.6,1359,50.7,161,0,No Failure,1
7065,7066,L54245,L,300.8,310.6,1384,52.9,165,0,No Failure,1
3625,3626,M18485,M,302.1,311.4,1467,43.4,33,0,No Failure,1
5684,5685,H35098,H,302.2,311.6,1594,36.8,82,0,No Failure,1
1234,1235,H30648,H,297.2,308.5,2440,14.0,166,0,No Failure,1
4586,4587,L51766,L,302.7,310.9,1395,48.3,80,0,No Failure,1
420,421,M15280,M,297.3,308.3,1301,39.6,5,0,No Failure,1
7103,7104,H36517,H,300.8,310.3,1777,30.1,38,0,No Failure,1
6495,6496,M21355,M,300.6,309.8,1694,31.1,187,0,No Failure,1
1424,1425,L48604,L,298.7,309.7,1462,46.8,4,0,No Failure,1
3342,3343,L50522,L,301.5,310.8,1382,52.4,165,0,No Failure,1
7298,7299,L54478,L,300.1,310.5,1532,36.0,109,0,No Failure,1
976,977,M15836,M,296.0,306.6,1392,51.3,124,0,No Failure,1
106,107,L47286,L,298.8,308.7,1445,48.5,70,0,No Failure,1
3389,3390,M18249,M,301.5,310.7,1416,53.2,69,0,No Failure,1
4843,4844,L52023,L,303.3,311.8,1842,24.5,67,0,No Failure,1
1984,1985,M16844,M,298.0,307.5,1387,45.5,166,0,No Failure,1
7338,7339,L54518,L,299.8,310.5,1496,38.8,215,0,No Failure,1
7645,7646,L54825,L,300.4,311.4,1662,29.3,129,0,No Failure,1
3461,3462,H32875,H,301.6,310.4,1330,49.5,30,0,No Failure,1
1293,1294,H30707,H,298.7,309.8,1582,33.4,121,0,No Failure,1
1078,1079,H30492,H,296.9,307.7,1656,30.8,181,0,No Failure,1
4329,4330,L51509,L,301.6,310.0,1566,30.3,79,0,No Failure,1
2901,2902,L50081,L,300.6,309.4,1425,40.3,103,0,No Failure,1
9643,9644,L56823,L,299.4,310.4,1509,40.6,175,0,No Failure,1
7018,7019,M21878,M,300.7,310.7,1377,46.7,36,0,No Failure,1
9722,9723,H39136,H,298.8,309.8,1911,21.6,126,0,No Failure,1
8555,8556,L55735,L,298.2,309.0,1596,37.2,87,0,No Failure,1
5594,5595,L52774,L,302.6,311.9,1598,35.5,69,0,No Failure,1
5257,5258,L52437,L,303.5,313.0,1482,38.5,82,0,No Failure,1
8140,8141,L55320,L,299.6,310.9,1658,28.0,76,0,No Failure,1
2048,2049,L49228,L,299.3,309.2,1465,41.5,127,0,No Failure,1
2296,2297,L49476,L,299.4,308.7,1553,42.7,128,0,No Failure,1
4227,4228,L51407,L,302.2,310.8,1383,46.9,45,0,No Failure,1
5938,5939,L53118,L,300.5,310.4,1702,33.1,71,0,No Failure,1
2894,2895,L50074,L,300.7,309.6,1733,24.8,85,0,No Failure,1
5345,5346,L52525,L,303.5,312.8,1524,39.4,96,0,No Failure,1
7315,7316,L54495,L,299.9,310.4,1470,50.0,148,0,No Failure,1
3095,3096,M17955,M,299.9,309.2,1574,36.5,177,0,No Failure,1
9807,9808,L56987,L,298.2,309.0,1413,55.0,145,0,No Failure,1
3668,3669,L50848,L,302.3,311.7,1510,38.7,141,0,No Failure,1
5816,5817,L52996,L,301.3,311.0,1582,35.6,202,0,No Failure,1
6015,6016,M20875,M,300.8,310.8,1520,38.0,45,0,No Failure,1
1917,1918,M16777,M,298.1,307.9,1463,47.3,206,0,No Failure,1
138,139,H29552,H,298.8,308.6,1449,49.4,150,0,No Failure,1
867,868,H30281,H,295.9,306.5,1594,33.2,55,0,No Failure,1
8119,8120,L55299,L,300.3,311.7,1333,55.2,18,0,No Failure,1
7564,7565,M22424,M,300.3,311.2,1381,65.2,136,1,Power Failure,3
6670,6671,L53850,L,301.5,310.6,1998,20.2,210,0,No Failure,1
6249,6250,L53429,L,300.7,310.1,1542,35.5,191,0,No Failure,1
1879,1880,M16739,M,298.2,307.7,1608,33.8,106,0,No Failure,1
8994,8995,M23854,M,297.1,307.9,1980,20.3,159,0,No Failure,1
3570,3571,H32984,H,301.8,310.6,1441,46.3,100,0,No Failure,1
7910,7911,M22770,M,300.8,312.2,1664,25.7,150,0,No Failure,1
2571,2572,M17431,M,299.5,309.2,1497,40.9,169,0,No Failure,1
6020,6021,L53200,L,300.7,310.8,1619,34.9,57,0,No Failure,1
822,823,M15682,M,296.7,307.6,1547,34.7,150,0,No Failure,1
7489,7490,M22349,M,300.2,311.6,1751,28.0,162,0,No Failure,1
4864,4865,L52044,L,303.6,312.3,1451,43.4,119,0,No Failure,1
4052,4053,M18912,M,301.9,310.8,1563,39.2,39,0,No Failure,1
7429,7430,L54609,L,300.0,311.4,1590,33.6,5,0,No Failure,1
2213,2214,L49393,L,299.7,309.1,1473,39.4,125,0,No Failure,1
6161,6162,L53341,L,301.0,310.9,1479,44.3,194,0,No Failure,1
887,888,H30301,H,295.7,306.2,2161,16.5,105,0,No Failure,1
2615,2616,L49795,L,299.3,309.0,1516,38.7,64,0,No Failure,1
3903,3904,H33317,H,302.2,311.1,1476,39.6,96,0,No Failure,1
3868,3869,M18728,M,302.7,311.7,1759,29.9,5,0,No Failure,1
89,90,M14949,M,298.9,308.9,1487,39.5,30,0,No Failure,1
2670,2671,L49850,L,299.8,309.4,1467,46.2,219,0,No Failure,1
1555,1556,L48735,L,298.4,308.6,1491,42.0,120,0,No Failure,1
8071,8072,L55251,L,300.5,312.0,1646,29.5,106,0,No Failure,1
8808,8809,L55988,L,297.4,308.6,1446,48.1,88,0,No Failure,1
3374,3375,L50554,L,301.4,310.7,1376,50.6,25,0,No Failure,1
181,182,H29595,H,298.2,308.3,1824,24.2,49,0,No Failure,1
385,386,M15245,M,297.6,308.6,1414,45.4,138,0,No Failure,1
1141,1142,L48321,L,297.0,307.9,1635,31.6,147,0,No Failure,1
4592,4593,L51772,L,302.9,311.1,1555,33.9,96,0,No Failure,1
5914,5915,L53094,L,300.7,310.3,1592,36.0,14,0,No Failure,1
8700,8701,M23560,M,297.3,308.7,1451,43.8,24,0,No Failure,1
9402,9403,L56582,L,297.7,308.1,1734,30.7,177,0,No Failure,1
9583,9584,L56763,L,299.3,310.5,1281,59.8,15,0,No Failure,1
9088,9089,M23948,M,297.1,307.9,1662,26.9,183,0,No Failure,1
9173,9174,H38587,H,297.8,308.9,1650,32.2,195,0,No Failure,1
8176,8177,L55356,L,299.8,311.2,1564,40.0,172,0,No Failure,1
9922,9923,H39336,H,298.6,308.8,1566,39.1,36,0,No Failure,1
8028,8029,L55208,L,300.6,311.8,1501,44.8,226,0,No Failure,1
5042,5043,L52222,L,304.1,313.2,1569,35.8,146,0,No Failure,1
9355,9356,L56535,L,298.3,308.9,1708,28.0,42,0,No Failure,1
7546,7547,H36960,H,300.2,311.5,1454,42.8,88,0,No Failure,1
2618,2619,M17478,M,299.4,309.1,1461,48.6,70,0,No Failure,1
8257,8258,M23117,M,299.0,310.6,1587,34.2,141,0,No Failure,1
922,923,M15782,M,295.5,305.9,1380,52.4,202,0,No Failure,1
7715,7716,L54895,L,300.5,311.5,1302,49.6,80,0,No Failure,1
3508,3509,L50688,L,301.7,310.9,1608,33.0,160,0,No Failure,1
1186,1187,L48366,L,297.3,308.4,1417,47.8,31,0,No Failure,1
7688,7689,L54868,L,300.6,311.7,1553,39.8,0,0,No Failure,1
2372,2373,M17232,M,299.3,308.5,1404,49.4,93,0,No Failure,1
5831,5832,L53011,L,301.3,311.3,1474,50.7,10,0,No Failure,1
7624,7625,L54804,L,300.6,311.7,1507,45.5,74,0,No Failure,1
5075,5076,L52255,L,304.1,313.2,1366,46.6,35,0,No Failure,1
9900,9901,H39314,H,298.7,309.2,1449,42.3,182,0,No Failure,1
6985,6986,H36399,H,300.8,311.1,1698,24.8,156,0,No Failure,1
2458,2459,L49638,L,299.0,308.6,1434,45.9,108,0,No Failure,1
9886,9887,L57066,L,298.8,309.6,1903,22.3,145,0,No Failure,1
6390,6391,L53570,L,300.3,309.8,1450,55.0,135,0,No Failure,1
2774,2775,L49954,L,300.1,309.4,1559,39.7,24,0,No Failure,1
9323,9324,L56503,L,298.6,309.4,1447,40.2,173,0,No Failure,1
1206,1207,H30620,H,296.9,308.0,1318,53.5,88,0,No Failure,1
