,UDI,Product ID,Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Target,Failure Type,Failure Type Cat
3771,3772,M18631,M,302.3,311.0,1384,49.7,192,0,No Failure,1
5703,5704,H35117,H,302.3,311.7,1456,45.4,130,0,No Failure,1
7135,7136,L54315,L,300.5,309.9,1443,48.3,122,0,No Failure,1
8147,8148,L55327,L,299.5,310.8,1447,41.0,93,0,No Failure,1
6067,6068,L53247,L,301.0,311.0,1582,37.5,176,0,No Failure,1
8776,8777,L55956,L,297.5,308.6,1352,52.6,12,0,No Failure,1
816,817,L47996,L,296.8,307.6,1434,48.3,138,0,No Failure,1
2757,2758,L49937,L,299.8,309.2,1439,36.1,203,0,No Failure,1
430,431,L47610,L,297.5,308.6,1596,37.1,30,0,No Failure,1
4926,4927,L52106,L,303.4,312.3,1502,36.0,69,0,No Failure,1
3234,3235,L50414,L,300.8,309.4,1489,38.4,109,0,No Failure,1
3325,3326,L50505,L,301.5,310.6,1587,33.7,122,0,No Failure,1
7449,7450,L54629,L,300.3,311.8,1418,45.9,53,0,No Failure,1
4028,4029,L51208,L,302.0,310.9,1455,43.2,220,0,No Failure,1
3869,3870,L51049,L,302.7,311.7,1480,45.2,8,0,No Failure,1
3596,3597,L50776,L,301.7,310.5,1354,50.0,169,0,No Failure,1
5539,5540,H34953,H,302.3,311.7,1482,39.0,127,0,No Failure,1
8081,8082,L55261,L,300.2,311.6,1356,53.5,132,0,No Failure,1
5664,5665,M20524,M,302.2,311.4,1539,35.1,24,0,No Failure,1
2278,2279,M17138,M,299.3,308.7,1459,35.6,87,0,No Failure,1
3698,3699,H33112,H,302.2,311.3,1758,26.4,4,0,No Failure,1
5977,5978,L53157,L,300.6,310.7,1750,30.6,171,0,No Failure,1
6780,6781,L53960,L,301.3,310.8,1560,38.5,52,0,No Failure,1
9621,9622,M24481,M,299.0,310.0,2049,19.5,111,0,No Failure,1
6901,6902,L54081,L,301.0,311.7,1547,34.5,152,0,No Failure,1
9631,9632,L56811,L,299.0,310.0,1672,33.2,144,0,No Failure,1
2111,2112,L49291,L,299.4,309.0,1436,47.9,75,0,No Failure,1
9361,9362,L56541,L,298.0,308.6,1610,33.1,56,0,No Failure,1
4757,4758,L51937,L,303.4,311.6,1497,42.8,58,0,No Failure,1
5456,5457,M20316,M,303.1,312.6,1567,32.9,132,0,No Failure,1
6356,6357,M21216,M,300.1,309.7,1420,48.4,36,0,No Failure,1
3702,3703,L50882,L,302.0,311.2,1434,44.9,15,0,No Failure,1
3751,3752,L50931,L,302.4,311.1,1520,42.2,143,0,No Failure,1
8941,8942,M23801,M,297.3,308.3,1595,32.2,29,0,No Failure,1
393,394,M15253,M,297.5,308.4,1350,52.2,157,0,No Failure,1
7541,7542,M22401,M,300.3,311.5,1528,40.9,76,0,No Failure,1
7443,7444,H36857,H,300.1,311.6,1589,37.9,37,0,No Failure,1
8934,8935,L56114,L,297.3,308.2,1601,35.7,9,0,No Failure,1
4947,4948,L52127,L,303.7,312.7,1395,53.9,123,0,No Failure,1
9221,9222,M24081,M,297.8,309.0,1675,30.0,110,0,No Failure,1
4359,4360,M19219,M,302.1,310.0,1531,38.0,161,0,No Failure,1
4584,4585,L51764,L,302.8,311.1,1550,32.3,76,0,No Failure,1
693,694,L47873,L,297.7,309.1,1477,38.3,60,0,No Failure,1
4944,4945,M19804,M,303.6,312.7,1765,27.5,115,0,No Failure,1
3515,3516,M18375,M,301.9,311.1,1605,40.0,179,0,No Failure,1
7627,7628,L54807,L,300.5,311.7,1445,44.8,83,0,No Failure,1
4047,4048,L51227,L,301.9,311.0,1455,46.0,29,0,No Failure,1
3006,3007,L50186,L,300.4,309.7,1488,35.7,177,0,No Failure,1
1188,1189,L48368,L,297.3,308.4,1339,52.1,36,0,No Failure,1
6060,6061,L53240,L,301.0,311.1,1615,35.6,158,0,No Failure,1
1911,1912,M16771,M,298.1,307.8,1316,57.2,191,0,No Failure,1
5302,5303,L52482,L,303.9,313.1,1491,37.2,195,0,No Failure,1
7765,7766,H37179,H,300.3,311.6,1427,56.2,8,0,No Failure,1
2230,2231,L49410,L,299.5,308.7,1446,45.7,173,0,No Failure,1
5628,5629,L52808,L,302.7,312.1,1688,32.0,155,0,No Failure,1
9264,9265,M24124,M,298.3,309.0,1526,36.9,20,0,No Failure,1
235,236,M15095,M,298.1,308.3,1680,33.7,185,0,No Failure,1
5111,5112,L52291,L,304.1,313.6,1556,37.4,129,0,No Failure,1
9798,9799,L56978,L,298.5,309.3,1471,44.7,119,0,No Failure,1
8291,8292,L55471,L,298.9,310.5,1717,26.9,17,0,No Failure,1
3984,3985,L51164,L,302.3,311.3,1652,32.8,108,0,No Failure,1
3519,3520,M18379,M,301.9,310.9,1569,32.5,188,0,No Failure,1
2286,2287,M17146,M,299.4,308.7,1289,60.5,104,0,No Failure,1
7113,7114,L54293,L,300.9,310.4,1561,32.7,67,0,No Failure,1
1721,1722,L48901,L,298.2,307.7,1688,32.4,91,0,No Failure,1
1566,1567,M16426,M,298.0,308.1,1403,44.8,148,0,No Failure,1
3343,3344,M18203,M,301.5,310.8,1628,36.4,167,0,No Failure,1
8963,8964,M23823,M,297.2,307.9,1687,30.4,82,0,No Failure,1
2026,2027,M16886,M,298.7,308.5,1360,52.9,69,0,No Failure,1
6311,6312,L53491,L,300.9,310.3,1446,44.5,135,0,No Failure,1
868,869,M15728,M,295.8,306.5,1514,37.7,60,0,No Failure,1
6152,6153,M21012,M,301.1,311.1,1592,35.7,174,0,No Failure,1
5093,5094,M19953,M,304.0,313.3,1415,52.8,82,0,No Failure,1
7491,7492,L54671,L,300.4,311.8,1320,57.9,168,0,No Failure,1
7959,7960,L55139,L,301.0,312.1,1585,32.3,50,0,No Failure,1
7178,7179,L54358,L,300.2,310.2,1600,31.5,23,0,No Failure,1
5,6,M14865,M,298.1,308.6,1425,41.9,11,0,No Failure,1
541,542,L47721,L,297.4,309.4,1296,52.3,96,0,No Failure,1
2798,2799,L49978,L,300.3,309.6,1568,39.6,85,0,No Failure,1
7050,7051,L54230,L,300.6,310.4,1457,47.7,120,0,No Failure,1
5899,5900,H35313,H,300.9,310.6,1686,27.7,176,0,No Failure,1
5308,5309,L52488,L,304.0,313.2,1481,42.6,213,0,No Failure,1
3091,3092,L50271,L,300.0,309.3,1558,29.7,168,0,No Failure,1
746,747,L47926,L,296.8,308.1,1289,62.0,199,1,Overstrain Failure,2
8271,8272,L55451,L,299.1,310.7,1309,51.1,188,0,No Failure,1
406,407,L47586,L,297.4,308.6,1439,51.9,188,0,No Failure,1
8741,8742,L55921,L,297.4,308.8,1538,41.2,126,0,No Failure,1
5538,5539,M20398,M,302.3,311.8,1879,23.0,124,0,No Failure,1
83,84,L47263,L,299.0,309.0,1469,40.1,13,0,No Failure,1
5672,5673,H35086,H,302.1,311.6,1701,26.2,46,0,No Failure,1
183,184,L47363,L,298.1,308.2,1485,40.7,57,0,No Failure,1
5286,5287,L52466,L,303.8,313.1,1422,42.4,152,0,No Failure,1
1765,1766,L48945,L,298.2,307.6,1368,51.8,5,0,No Failure,1
3120,3121,H32534,H,300.1,309.4,1563,40.8,28,0,No Failure,1
2741,2742,L49921,L,299.6,309.0,1378,51.9,162,0,No Failure,1
6354,6355,L53534,L,300.1,309.6,1565,34.8,32,0,No Failure,1
6864,6865,L54044,L,301.1,311.3,1268,60.0,53,0,No Failure,1
671,672,L47851,L,297.5,308.9,1554,34.8,204,0,No Failure,1
1089,1090,M15949,M,296.9,307.7,2008,17.5,3,0,No Failure,1
8040,8041,L55220,L,300.8,311.9,1498,39.3,23,0,No Failure,1
7308,7309,L54488,L,300.0,310.4,1333,49.1,131,0,No Failure,1
2710,2711,L49890,L,299.6,309.1,1574,39.2,83,0,No Failure,1
3182,3183,M18042,M,300.1,309.3,1443,50.3,196,0,No Failure,1
6101,6102,L53281,L,300.7,310.6,1616,29.6,47,0,No Failure,1
9969,9970,L57149,L,298.4,308.1,1491,50.0,156,0,No Failure,1
2541,2542,H31955,H,299.1,308.8,1553,32.6,90,0,No Failure,1
8526,8527,L55706,L,298.3,309.3,1401,51.9,14,0,No Failure,1
1712,1713,L48892,L,298.3,307.9,1551,33.8,72,0,No Failure,1
9576,9577,L56756,L,299.6,310.7,1922,23.3,205,1,Tool Wear Failure,5
666,667,L47846,L,297.5,309.0,1470,43.5,191,0,No Failure,1
1835,1836,H31249,H,297.8,307.3,1555,35.8,190,0,No Failure,1
4455,4456,H33869,H,302.4,310.1,1597,28.9,179,0,No Failure,1
5782,5783,L52962,L,301.7,311.1,1455,39.8,118,0,No Failure,1
4393,4394,M19253,M,302.2,310.1,1572,34.6,17,0,No Failure,1
6112,6113,L53292,L,300.7,310.8,1925,22.0,74,0,No Failure,1
7355,7356,L54535,L,299.6,310.2,1588,34.1,38,0,No Failure,1
6296,6297,L53476,L,301.0,310.5,1429,39.4,98,0,No Failure,1
8275,8276,M23135,M,298.9,310.6,1720,25.3,197,0,No Failure,1
6013,6014,L53193,L,300.7,310.8,1597,30.5,38,0,No Failure,1
9603,9604,M24463,M,298.9,310.1,1549,40.2,65,0,No Failure,1
1059,1060,M15919,M,296.7,307.9,1874,21.3,130,0,No Failure,1
2614,2615,L49794,L,299.3,309.1,1634,36.8,62,0,No Failure,1
2630,2631,L49810,L,300.0,309.8,1372,39.6,105,0,No Failure,1
350,351,H29764,H,297.6,308.3,1400,44.3,43,0,No Failure,1
5835,5836,L53015,L,301.3,311.2,1668,30.1,18,0,No Failure,1
3383,3384,H32797,H,301.4,310.6,1674,33.6,49,0,No Failure,1
9129,9130,L56309,L,297.6,308.6,1664,30.1,81,0,No Failure,1
5775,5776,L52955,L,301.6,311.1,1907,21.5,102,0,No Failure,1
6942,6943,M21802,M,300.8,311.4,1732,26.9,45,0,No Failure,1
2626,2627,L49806,L,299.7,309.4,1650,29.8,93,0,No Failure,1
2851,2852,L50031,L,300.5,309.3,1373,48.8,211,0,No Failure,1
2067,2068,L49247,L,299.7,309.6,1553,36.8,174,0,No Failure,1
8193,8194,L55373,L,299.5,310.8,1873,22.3,211,0,No Failure,1
8246,8247,L55426,L,299.0,310.3,1552,39.9,114,0,No Failure,1
9934,9935,L57114,L,298.3,308.2,1472,44.3,71,0,No Failure,1
4398,4399,M19258,M,302.3,310.1,1563,37.8,31,0,No Failure,1
9708,9709,L56888,L,299.0,310.1,1664,29.7,89,0,No Failure,1
6758,6759,L53938,L,301.7,311.1,1644,32.8,206,0,No Failure,1
4456,4457,L51636,L,302.3,310.1,1487,46.0,184,0,No Failure,1
5889,5890,M20749,M,301.4,311.0,1234,55.8,152,0,No Failure,1
1081,1082,L48261,L,297.0,307.8,1521,40.2,190,0,No Failure,1
2920,2921,L50100,L,300.7,309.7,1598,33.7,149,0,No Failure,1
7643,7644,H37057,H,300.4,311.4,1427,50.7,122,0,No Failure,1
9718,9719,L56898,L,298.9,309.9,1517,36.6,117,0,No Failure,1
2276,2277,L49456,L,299.3,308.7,1393,54.2,80,0,No Failure,1
3743,3744,L50923,L,302.5,311.4,1759,24.6,124,0,No Failure,1
7873,7874,L55053,L,300.7,312.4,1470,38.6,56,0,No Failure,1
2887,2888,M17747,M,300.5,309.5,1691,27.6,67,0,No Failure,1
8090,8091,L55270,L,300.1,311.4,1910,23.0,153,0,No Failure,1
4597,4598,M19457,M,303.0,311.1,1490,43.0,108,0,No Failure,1
4661,4662,L51841,L,303.3,311.3,1350,48.1,32,1,Heat Dissipation Failure,0
1220,1221,L48400,L,297.0,308.2,1577,29.4,130,0,No Failure,1
1872,1873,L49052,L,298.3,308.1,1326,58.4,90,0,No Failure,1
4054,4055,M18914,M,301.9,310.9,1456,43.6,45,0,No Failure,1
6580,6581,L53760,L,301.3,310.4,1507,39.1,194,0,No Failure,1
980,981,L48160,L,296.1,306.7,1409,42.8,134,0,No Failure,1
1238,1239,M16098,M,297.1,308.4,1615,32.6,184,0,No Failure,1
2307,2308,H31721,H,299.0,308.5,1623,33.5,154,0,No Failure,1
3044,3045,L50224,L,300.2,309.4,1981,21.4,44,0,No Failure,1
7776,7777,M22636,M,300.3,311.5,1445,47.3,40,0,No Failure,1
8259,8260,L55439,L,299.1,310.5,1471,38.4,146,0,No Failure,1
8691,8692,L55871,L,297.1,308.5,1555,36.2,0,0,No Failure,1
9797,9798,M24657,M,298.4,309.2,1597,33.5,116,0,No Failure,1
4811,4812,M19671,M,303.4,312.0,1748,28.4,200,0,No Failure,1
2449,2450,L49629,L,299.3,308.8,1772,25.2,89,0,No Failure,1
7549,7550,L54729,L,300.3,311.4,1544,41.6,97,0,No Failure,1
338,339,L47518,L,297.5,308.2,1563,38.2,15,0,No Failure,1
7901,7902,L55081,L,300.8,312.4,1365,44.5,129,0,No Failure,1
817,818,L47997,L,296.8,307.6,1368,52.0,140,0,No Failure,1
1730,1731,M16590,M,298.3,307.8,1330,55.4,114,0,No Failure,1
4085,4086,H33499,H,302.0,310.5,1841,23.6,119,0,No Failure,1
2850,2851,L50030,L,300.4,309.3,1671,35.0,209,0,No Failure,1
9152,9153,L56332,L,297.5,308.6,1260,53.6,137,0,No Failure,1
5792,5793,M20652,M,301.8,311.3,1624,31.6,145,0,No Failure,1
1428,1429,L48608,L,298.8,309.9,1568,33.7,13,0,No Failure,1
353,354,H29767,H,297.5,308.3,1674,30.0,54,0,No Failure,1
3198,3199,M18058,M,300.0,309.1,1463,45.7,11,0,No Failure,1
6645,6646,M21505,M,301.5,310.4,1486,39.6,144,0,No Failure,1
6019,6020,L53199,L,300.7,310.8,1519,43.9,55,0,No Failure,1
4689,4690,M19549,M,303.4,311.5,1560,36.4,114,0,No Failure,1
6165,6166,L53345,L,300.9,310.7,1523,35.8,205,0,No Failure,1
1862,1863,L49042,L,297.9,307.7,1517,44.4,67,0,No Failure,1
3860,3861,L51040,L,302.6,311.5,1427,38.9,213,0,No Failure,1
1019,1020,L48199,L,296.3,307.3,1398,52.7,31,0,No Failure,1
6697,6698,L53877,L,301.6,310.9,1643,34.1,44,0,No Failure,1
1598,1599,L48778,L,297.9,308.0,1501,36.7,4,0,No Failure,1
4890,4891,L52070,L,303.7,312.4,1525,43.9,188,0,No Failure,1
8522,8523,H37936,H,298.3,309.4,1631,29.8,0,0,No Failure,1
9824,9825,L57004,L,298.4,309.3,1504,39.3,192,0,No Failure,1
6139,6140,L53319,L,300.8,310.7,1586,33.4,142,0,No Failure,1
4230,4231,L51410,L,302.2,310.8,1673,32.9,52,0,No Failure,1
3431,3432,L50611,L,301.6,310.7,1429,43.6,176,0,No Failure,1
2309,2310,L49489,L,299.1,308.6,1611,31.4,161,0,No Failure,1
3324,3325,L50504,L,301.5,310.6,1578,34.1,120,0,No Failure,1
7009,7010,L54189,L,300.5,310.5,1536,36.2,12,0,No Failure,1
2281,2282,L49461,L,299.3,308.7,1536,38.9,94,0,No Failure,1
5247,5248,L52427,L,303.6,313.1,1405,38.3,58,0,No Failure,1
966,967,M15826,M,295.8,306.5,1641,32.2,101,0,No Failure,1
6037,6038,L53217,L,300.7,311.1,1426,46.2,97,0,No Failure,1
3008,3009,M17868,M,300.4,309.7,1547,38.0,181,0,No Failure,1
4930,4931,L52110,L,303.4,312.3,1663,33.9,78,0,No Failure,1
4415,4416,L51595,L,302.6,310.4,1514,42.7,75,0,No Failure,1
9207,9208,L56387,L,297.9,308.8,1386,48.6,75,0,No Failure,1
8008,8009,L55188,L,300.8,311.9,1414,41.1,171,0,No Failure,1
2816,2817,L49996,L,300.1,309.4,1434,47.3,127,0,No Failure,1
7219,7220,M22079,M,299.8,309.7,1556,37.7,124,0,No Failure,1
4946,4947,M19806,M,303.7,312.7,1669,31.7,120,0,No Failure,1
968,969,L48148,L,295.9,306.7,1547,40.9,107,0,No Failure,1
3241,3242,H32655,H,300.9,309.5,1469,43.4,126,0,No Failure,1
3664,3665,M18524,M,302.3,311.7,1685,30.8,130,0,No Failure,1
7120,7121,L54300,L,300.9,310.5,2288,16.1,85,0,No Failure,1
7863,7864,M22723,M,300.5,311.9,1511,44.5,30,0,No Failure,1
1850,1851,M16710,M,297.7,307.2,1372,52.8,33,0,No Failure,1
3273,3274,M18133,M,301.3,309.9,1565,36.0,213,0,No Failure,1
2475,2476,L49655,L,298.9,308.5,1459,43.1,147,0,No Failure,1
2342,2343,M17202,M,299.2,308.2,1674,28.2,14,0,No Failure,1
8838,8839,L56018,L,297.5,309.0,1320,54.7,179,0,No Failure,1
5897,5898,M20757,M,301.0,310.7,1517,40.2,171,0,No Failure,1
1844,1845,M16704,M,297.6,307.1,1471,44.9,14,0,No Failure,1
9324,9325,L56504,L,298.6,309.3,1537,37.6,175,0,No Failure,1
4223,4224,L51403,L,302.0,310.7,1657,31.9,37,0,No Failure,1
630,631,L47810,L,298.3,310.0,1460,47.6,101,0,No Failure,1
6831,6832,L54011,L,301.1,311.0,1565,52.3,183,0,No Failure,1
5865,5866,M20725,M,301.5,311.1,1402,40.0,94,0,No Failure,1
4459,4460,L51639,L,302.6,310.4,1743,26.3,191,0,No Failure,1
8050,8051,L55230,L,300.7,312.0,1401,51.1,50,0,No Failure,1
6153,6154,L53333,L,301.0,311.1,1236,64.4,177,1,Overstrain Failure,2
9955,9956,M24815,M,298.2,307.9,1462,38.8,124,0,No Failure,1
5973,5974,L53153,L,300.5,310.8,1354,51.8,157,0,No Failure,1
2860,2861,H32274,H,300.6,309.4,1463,49.2,235,0,No Failure,1
7789,7790,L54969,L,300.2,311.5,1495,38.5,69,0,No Failure,1
7577,7578,L54757,L,300.4,311.2,1530,32.0,169,0,No Failure,1
5043,5044,L52223,L,304.1,313.2,1468,39.4,148,0,No Failure,1
7853,7854,L55033,L,300.3,311.7,1317,56.5,7,0,No Failure,1
149,150,L47329,L,298.4,308.3,1473,39.9,184,0,No Failure,1
9596,9597,L56776,L,298.9,310.1,1466,43.4,50,0,No Failure,1
5269,5270,L52449,L,303.5,312.9,1504,44.8,111,0,No Failure,1
8547,8548,M23407,M,298.4,309.4,1666,24.3,68,0,No Failure,1
4356,4357,L51536,L,302.0,309.8,1649,31.0,152,0,No Failure,1
4810,4811,M19670,M,303.4,312.1,1499,39.4,197,0,No Failure,1
2480,2481,L49660,L,299.0,308.6,1734,32.4,161,0,No Failure,1
9645,9646,L56825,L,299.4,310.5,1749,28.1,179,0,No Failure,1
3989,3990,L51169,L,302.2,311.3,1602,32.8,120,0,No Failure,1
9680,9681,L56860,L,299.1,310.1,1894,24.2,22,0,No Failure,1
9921,9922,M24781,M,298.5,308.7,1347,48.5,33,0,No Failure,1
7625,7626,L54805,L,300.6,311.7,1556,34.9,76,0,No Failure,1
5110,5111,M19970,M,304.0,313.5,1732,26.2,126,0,No Failure,1
6198,6199,M21058,M,301.0,310.9,1554,32.7,59,0,No Failure,1
4657,4658,L51837,L,303.1,311.2,1628,35.2,23,0,No Failure,1
6151,6152,L53331,L,301.1,311.2,1555,35.3,172,0,No Failure,1
7576,7577,M22436,M,300.3,311.1,1477,44.2,166,0,No Failure,1
5274,5275,L52454,L,303.6,313.0,1617,30.9,122,0,No Failure,1
9804,9805,L56984,L,298.4,309.1,1467,42.5,139,0,No Failure,1
6713,6714,L53893,L,301.3,310.6,1416,45.2,88,0,No Failure,1
2334,2335,L49514,L,299.2,308.4,1445,43.5,224,0,No Failure,1
2933,2934,M17793,M,300.8,309.7,1751,27.9,183,0,No Failure,1
1914,1915,L49094,L,298.0,307.7,1643,32.3,200,0,No Failure,1
1968,1969,L49148,L,298.0,307.6,1281,50.8,122,0,No Failure,1
5253,5254,L52433,L,303.5,313.0,1547,40.3,73,0,No Failure,1
8214,8215,L55394,L,299.2,310.5,1391,45.8,38,0,No Failure,1
7679,7680,L54859,L,300.7,311.7,1635,32.4,213,0,No Failure,1
5858,5859,L53038,L,301.3,311.0,1348,44.5,78,0,No Failure,1
910,911,L48090,L,295.5,306.0,1546,35.9,169,0,No Failure,1
2611,2612,L49791,L,299.4,309.1,1957,22.1,55,0,No Failure,1
6017,6018,L53197,L,300.8,310.9,1398,38.2,50,0,No Failure,1
6317,6318,L53497,L,300.9,310.3,1321,48.8,150,0,No Failure,1
5410,5411,M20270,M,302.7,312.5,1417,51.5,19,0,No Failure,1
2765,2766,M17625,M,299.9,309.4,1399,54.8,3,0,No Failure,1
4986,4987,L52166,L,303.7,312.9,1502,40.5,0,0,No Failure,1
1481,1482,M16341,M,298.2,309.2,1332,60.2,147,0,No Failure,1
5369,5370,H34783,H,303.0,312.5,1507,37.9,163,0,No Failure,1
2325,2326,L49505,L,299.3,308.8,1603,33.9,203,0,No Failure,1
6870,6871,H36284,H,301.0,311.3,1597,39.2,66,0,No Failure,1
5572,5573,L52752,L,302.4,312.0,1545,36.4,12,0,No Failure,1
9827,9828,M24687,M,298.3,309.3,1376,57.0,198,0,No Failure,1
9477,9478,M24337,M,298.8,309.6,1693,33.3,170,0,No Failure,1
1047,1048,M15907,M,296.6,307.7,1474,52.6,101,0,No Failure,1
3047,3048,L50227,L,300.2,309.4,1558,38.3,51,0,No Failure,1
8369,8370,L55549,L,298.8,309.7,1953,20.6,25,0,No Failure,1
3003,3004,M17863,M,300.6,309.9,1449,42.4,169,0,No Failure,1
4897,4898,H34311,H,303.8,312.5,1525,38.0,209,0,No Failure,1
9497,9498,H38911,H,299.1,309.9,1443,40.3,0,0,No Failure,1
4013,4014,M18873,M,302.2,311.1,1728,34.0,179,0,No Failure,1
330,331,M15190,M,297.6,308.4,1398,41.9,215,0,No Failure,1
1666,1667,L48846,L,298.2,307.9,1551,36.0,186,0,No Failure,1
1084,1085,M15944,M,297.0,307.7,1498,47.1,199,0,No Failure,1
3831,3832,M18691,M,302.3,310.9,1742,29.7,137,0,No Failure,1
7937,7938,L55117,L,300.8,311.7,1578,31.4,219,0,No Failure,1
432,433,M15292,M,297.6,308.5,1466,39.7,34,0,No Failure,1
1681,1682,M16541,M,297.8,307.3,1804,26.0,222,0,No Failure,1
8195,8196,L55375,L,299.4,310.8,1376,53.9,215,1,Overstrain Failure,2
2596,2597,L49776,L,299.0,308.7,1426,38.6,16,0,No Failure,1
6478,6479,L53658,L,300.5,309.8,1663,29.1,145,1,No Failure,1
9505,9506,L56685,L,299.2,310.3,1429,40.1,23,0,No Failure,1
9516,9517,L56696,L,298.9,310.1,1341,54.5,51,0,No Failure,1
6750,6751,M21610,M,301.7,311.0,1505,44.0,187,0,No Failure,1
6848,6849,M21708,M,301.1,311.3,1389,53.3,8,0,No Failure,1
9388,9389,M24248,M,297.5,307.9,1544,37.9,136,0,No Failure,1
5608,5609,M20468,M,303.1,312.3,1623,31.6,101,0,No Failure,1
6714,6715,L53894,L,301.3,310.6,1440,53.8,90,0,No Failure,1
4040,4041,L51220,L,302.0,310.8,1767,27.4,11,0,No Failure,1
4619,4620,H34033,H,303.1,311.3,2056,19.7,167,0,No Failure,1
3734,3735,M18594,M,302.2,311.2,1873,24.0,99,0,No Failure,1
742,743,L47922,L,296.8,308.2,1643,34.7,191,0,No Failure,1
8046,8047,L55226,L,300.6,311.8,1471,41.4,39,0,No Failure,1
8570,8571,H37984,H,297.9,308.7,1545,35.9,120,0,No Failure,1
6954,6955,M21814,M,300.8,311.2,1429,52.3,77,0,No Failure,1
949,950,L48129,L,295.6,306.3,1636,32.7,56,0,No Failure,1
9753,9754,L56933,L,298.5,309.8,1593,35.1,203,0,No Failure,1
121,122,L47301,L,298.9,308.7,1558,41.2,110,0,No Failure,1
4502,4503,L51682,L,302.4,310.2,1642,28.3,88,0,No Failure,1
2497,2498,M17357,M,299.2,308.9,1521,42.3,215,0,No Failure,1
6240,6241,M21100,M,301.2,310.7,1394,42.8,168,0,No Failure,1
5906,5907,L53086,L,300.7,310.3,1533,35.6,198,0,No Failure,1
107,108,M14967,M,298.8,308.8,1497,46.8,72,0,No Failure,1
1969,1970,H31383,H,297.8,307.5,1631,31.3,124,0,No Failure,1
3442,3443,M18302,M,301.4,310.5,1495,52.5,201,0,No Failure,1
7869,7870,M22729,M,300.5,312.0,1779,27.7,46,0,No Failure,1
5095,5096,M19955,M,304.1,313.5,1428,39.9,88,0,No Failure,1
8380,8381,L55560,L,298.9,310.0,1776,25.7,51,0,No Failure,1
4303,4304,L51483,L,301.7,310.2,1435,48.1,12,0,No Failure,1
6801,6802,L53981,L,301.1,310.7,1334,48.2,106,0,No Failure,1
1606,1607,L48786,L,297.8,307.7,1505,39.7,25,0,No Failure,1
5936,5937,M20796,M,300.5,310.4,1548,37.3,65,0,No Failure,1
6541,6542,L53721,L,301.4,310.7,1509,38.3,95,0,No Failure,1
1130,1131,L48310,L,296.8,307.9,1413,46.5,121,0,No Failure,1
5150,5151,L52330,L,304.3,313.5,1590,29.8,17,0,No Failure,1
5375,5376,L52555,L,302.9,312.3,1530,34.9,185,0,No Failure,1
8311,8312,M23171,M,298.8,310.0,1295,52.7,74,0,No Failure,1
4846,4847,M19706,M,303.3,311.8,1548,33.5,75,0,No Failure,1
8809,8810,L55989,L,297.3,308.5,1503,43.3,90,0,No Failure,1
1525,1526,L48705,L,298.2,309.0,2449,13.8,45,0,No Failure,1
6428,6429,M21288,M,300.2,309.8,1743,24.1,18,0,No Failure,1
7225,7226,M22085,M,299.8,309.7,1910,21.8,141,0,No Failure,1
3381,3382,L50561,L,301.3,310.6,1376,47.6,45,0,No Failure,1
7077,7078,M21937,M,300.7,310.5,1594,31.0,196,0,No Failure,1
9314,9315,M24174,M,298.5,309.4,1565,33.7,150,0,No Failure,1
5080,5081,L52260,L,304.2,313.3,1410,51.6,47,0,No Failure,1
3390,3391,H32804,H,301.5,310.7,1599,40.4,72,0,No Failure,1
5279,5280,L52459,L,303.6,313.0,1522,35.8,133,0,No Failure,1
1018,1019,L48198,L,296.3,307.2,1291,58.6,29,0,No Failure,1
5141,5142,L52321,L,304.4,313.7,1509,35.0,205,1,Tool Wear Failure,5
581,582,L47761,L,297.8,309.7,1394,42.9,206,0,No Failure,1
1833,1834,L49013,L,297.8,307.3,1327,61.0,186,1,Overstrain Failure,2
6127,6128,L53307,L,300.9,310.9,1228,66.4,109,0,No Failure,1
7056,7057,M21916,M,300.8,310.5,1409,50.6,141,0,No Failure,1
6843,6844,L54023,L,301.3,311.3,1509,42.5,213,0,No Failure,1
9232,9233,L56412,L,298.2,309.1,1350,52.0,136,0,No Failure,1
6857,6858,L54037,L,301.1,311.3,1622,35.6,34,0,No Failure,1
9031,9032,H38445,H,297.5,308.4,1793,23.9,28,0,No Failure,1
5098,5099,L52278,L,304.2,313.4,1475,40.2,98,0,No Failure,1
5682,5683,H35096,H,302.3,311.6,1441,53.9,74,0,No Failure,1
3413,3414,L50593,L,301.3,310.3,1560,36.3,129,0,No Failure,1
6617,6618,L53797,L,301.6,310.6,1321,60.8,73,0,No Failure,1
5853,5854,L53033,L,301.2,311.0,1567,35.1,64,0,No Failure,1
2719,2720,L49899,L,299.5,309.2,1690,29.2,108,0,No Failure,1
5316,5317,M20176,M,303.6,312.8,1689,33.1,16,0,No Failure,1
7236,7237,M22096,M,299.8,310.0,1460,37.1,169,0,No Failure,1
4787,4788,L51967,L,303.7,312.6,1396,44.1,136,0,No Failure,1
5716,5717,L52896,L,302.3,312.0,1354,52.2,165,0,No Failure,1
2709,2710,L49889,L,299.6,309.1,1641,35.8,81,0,No Failure,1
6202,6203,L53382,L,301.0,310.9,1296,54.9,69,0,No Failure,1
1023,1024,L48203,L,296.2,307.3,1881,24.3,40,0,No Failure,1
3478,3479,L50658,L,301.8,310.7,1597,30.8,74,0,No Failure,1
672,673,M15532,M,297.6,308.9,1433,43.2,206,0,No Failure,1
9698,9699,L56878,L,298.8,309.8,1663,28.2,67,0,No Failure,1
5651,5652,M20511,M,302.5,312.0,1447,45.7,210,0,No Failure,1
