,UDI,Product ID,Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Target,Failure Type,Failure Type Cat
2469,2470,L49649,L,299.0,308.7,1507,37.5,134,0,No Failure,1
2470,2471,L49650,L,298.9,308.5,1467,44.7,136,0,No Failure,1
2474,2475,L49654,L,298.9,308.5,1503,40.6,145,0,No Failure,1
2476,2477,H31890,H,298.9,308.4,1449,42.4,149,0,No Failure,1
2477,2478,L49657,L,298.9,308.5,1387,57.3,154,0,No Failure,1
2478,2479,M17338,M,298.9,308.5,1456,50.0,156,0,No Failure,1
2479,2480,L49659,L,299.0,308.5,1604,34.7,159,0,No Failure,1
2482,2483,L49662,L,298.9,308.7,1504,41.8,165,0,No Failure,1
2484,2485,H31898,H,298.8,308.6,1524,37.7,170,0,No Failure,1
2486,2487,M17346,M,298.9,308.7,1772,28.4,177,0,No Failure,1
2491,2492,L49671,L,299.1,308.9,1445,43.4,197,0,No Failure,1
2493,2494,M17353,M,299.0,308.8,1418,45.7,204,0,No Failure,1
2499,2500,M17359,M,299.1,308.9,1325,48.4,220,0,No Failure,1
2501,2502,M17361,M,299.1,308.9,1476,42.7,225,0,No Failure,1
2503,2504,L49683,L,299.2,309.0,1408,47.2,0,0,No Failure,1
2504,2505,L49684,L,299.2,309.1,1468,45.6,2,0,No Failure,1
2508,2509,L49688,L,299.0,308.9,1615,30.6,14,0,No Failure,1
2511,2512,M17371,M,299.0,308.9,1526,41.1,20,0,No Failure,1
2514,2515,L49694,L,298.9,308.6,2069,18.7,27,0,No Failure,1
2516,2517,L49696,L,298.8,308.5,1736,29.0,31,0,No Failure,1
2518,2519,M17378,M,298.9,308.6,1425,49.6,35,0,No Failure,1
2522,2523,M17382,M,298.8,308.7,1543,38.2,44,0,No Failure,1
2523,2524,L49703,L,298.8,308.7,1635,35.2,47,0,No Failure,1
2528,2529,L49708,L,298.8,308.6,1730,25.9,59,0,No Failure,1
2532,2533,L49712,L,298.9,308.7,1389,44.9,69,0,No Failure,1
2534,2535,L49714,L,298.9,308.7,1729,26.6,73,0,No Failure,1
2535,2536,L49715,L,299.0,308.8,1495,38.4,75,0,No Failure,1
2544,2545,L49724,L,299.2,309.0,1951,21.4,102,0,No Failure,1
2546,2547,L49726,L,299.2,309.1,1605,34.3,107,0,No Failure,1
2547,2548,L49727,L,299.2,309.1,1578,38.1,109,0,No Failure,1
2549,2550,L49729,L,299.4,309.2,1489,42.3,114,0,No Failure,1
2551,2552,L49731,L,299.3,309.2,1541,37.2,118,0,No Failure,1
2552,2553,H31966,H,299.3,309.1,1552,40.7,120,0,No Failure,1
2553,2554,L49733,L,299.3,309.1,1473,40.3,125,0,No Failure,1
2554,2555,L49734,L,299.3,309.1,1531,37.9,127,0,No Failure,1
2556,2557,M17416,M,299.3,309.1,1449,47.9,131,0,No Failure,1
2557,2558,M17417,M,299.4,309.1,1440,50.0,134,0,No Failure,1
2558,2559,M17418,M,299.2,309.0,1881,23.9,137,0,No Failure,1
2559,2560,L49739,L,299.3,309.0,1447,50.4,140,0,Random Failures,4
2566,2567,M17426,M,299.3,309.0,1420,41.6,155,0,No Failure,1
2572,2573,M17432,M,299.4,309.1,1352,44.7,172,0,No Failure,1
2576,2577,L49756,L,299.5,309.3,1523,41.5,181,0,No Failure,1
2585,2586,M17445,M,299.0,308.7,1620,35.4,199,0,No Failure,1
2587,2588,L49767,L,299.0,308.7,2248,16.8,204,0,No Failure,1
2589,2590,L49769,L,299.0,308.7,2250,16.6,208,0,No Failure,1
2592,2593,L49772,L,298.9,308.6,1539,45.4,4,0,No Failure,1
2601,2602,L49781,L,299.3,309.1,1399,52.1,27,0,No Failure,1
2608,2609,L49788,L,299.5,309.3,1409,44.7,46,0,No Failure,1
2610,2611,H32024,H,299.4,309.1,1547,40.9,50,0,No Failure,1
2612,2613,L49792,L,299.4,309.1,2421,14.2,57,0,No Failure,1
2616,2617,L49796,L,299.4,309.1,1207,66.5,66,0,No Failure,1
2627,2628,M17487,M,299.8,309.6,1346,53.2,95,0,No Failure,1
2628,2629,H32042,H,299.9,309.6,1410,51.2,98,0,No Failure,1
2631,2632,H32045,H,300.0,309.7,1529,42.4,107,0,No Failure,1
2634,2635,L49814,L,300.0,309.7,1554,32.0,117,0,No Failure,1
2636,2637,L49816,L,299.9,309.6,1254,61.3,124,0,No Failure,1
2648,2649,L49828,L,299.8,309.4,1436,51.6,158,0,No Failure,1
2650,2651,L49830,L,299.9,309.6,1280,59.3,163,0,No Failure,1
2654,2655,L49834,L,299.9,309.5,1567,35.5,171,0,No Failure,1
2655,2656,M17515,M,299.8,309.4,1751,27.0,173,0,No Failure,1
2660,2661,L49840,L,299.8,309.3,1291,56.4,188,0,No Failure,1
2662,2663,M17522,M,299.9,309.4,1483,38.1,193,0,No Failure,1
2664,2665,M17524,M,299.9,309.4,1487,42.2,198,0,No Failure,1
2665,2666,L49845,L,299.8,309.4,2256,15.9,201,0,No Failure,1
2668,2669,M17528,M,299.8,309.3,1640,31.1,211,0,No Failure,1
2671,2672,M17531,M,299.7,309.3,1399,41.9,221,1,Tool Wear Failure,5
2674,2675,L49854,L,299.7,309.3,1546,37.2,4,0,No Failure,1
2683,2684,L49863,L,299.8,309.5,1590,28.5,23,0,No Failure,1
2689,2690,L49869,L,300.0,309.5,1641,30.1,35,0,No Failure,1
2690,2691,L49870,L,300.0,309.5,1728,26.0,37,0,No Failure,1
2691,2692,L49871,L,300.0,309.6,1431,47.7,39,0,No Failure,1
2693,2694,M17553,M,300.1,309.6,1622,36.1,43,0,No Failure,1
2695,2696,L49875,L,300.0,309.5,1869,22.7,49,0,No Failure,1
2700,2701,L49880,L,299.9,309.3,1473,40.4,59,0,No Failure,1
2705,2706,L49885,L,299.7,309.2,1326,64.8,71,0,No Failure,1
2716,2717,L49896,L,299.5,309.0,1498,44.6,101,0,No Failure,1
2721,2722,M17581,M,299.6,309.3,1553,32.4,112,0,No Failure,1
2723,2724,L49903,L,299.7,309.4,1362,51.9,117,0,No Failure,1
2724,2725,M17584,M,299.8,309.3,1470,42.7,119,0,No Failure,1
2725,2726,L49905,L,299.8,309.4,1555,34.8,122,0,No Failure,1
2727,2728,L49907,L,299.7,309.3,1434,38.5,127,0,No Failure,1
2728,2729,L49908,L,299.7,309.3,1779,25.5,129,0,No Failure,1
2731,2732,M17591,M,299.7,309.2,1597,32.9,135,0,No Failure,1
2732,2733,L49912,L,299.7,309.2,1346,57.4,138,0,No Failure,1
2735,2736,L49915,L,299.7,309.2,1412,45.4,147,0,No Failure,1
2736,2737,M17596,M,299.7,309.1,1576,36.4,149,0,No Failure,1
2738,2739,M17598,M,299.8,309.1,1496,44.4,155,0,No Failure,1
2742,2743,L49922,L,299.6,309.1,1369,51.4,164,0,No Failure,1
2746,2747,L49926,L,299.7,309.2,1411,46.1,173,0,No Failure,1
2750,2751,H32164,H,299.7,309.2,1456,40.6,182,0,No Failure,1
2756,2757,L49936,L,299.7,309.2,1781,29.6,201,0,No Failure,1
2763,2764,L49943,L,299.8,309.2,1491,47.5,216,0,No Failure,1
2769,2770,M17629,M,300.0,309.6,1477,38.1,13,0,No Failure,1
2770,2771,L49950,L,300.0,309.6,1364,45.9,16,0,No Failure,1
2771,2772,L49951,L,299.9,309.5,1451,39.4,18,0,No Failure,1
2777,2778,L49957,L,300.1,309.4,1464,41.7,30,0,No Failure,1
2778,2779,L49958,L,300.0,309.4,1308,50.2,32,0,No Failure,1
2782,2783,M17642,M,300.2,309.6,1491,41.8,41,0,No Failure,1
2783,2784,M17643,M,300.2,309.6,1528,35.1,44,0,No Failure,1
2786,2787,M17646,M,300.2,309.5,1630,28.3,51,0,No Failure,1
2788,2789,L49968,L,300.3,309.6,1326,52.4,57,0,No Failure,1
2789,2790,H32203,H,300.3,309.5,1438,44.0,59,0,No Failure,1
2791,2792,H32205,H,300.4,309.6,1416,43.3,66,0,No Failure,1
2796,2797,L49976,L,300.2,309.5,1539,35.3,80,0,No Failure,1
2804,2805,L49984,L,300.1,309.5,1450,40.1,100,0,No Failure,1
2808,2809,L49988,L,299.9,309.3,1471,41.8,109,0,No Failure,1
2810,2811,L49990,L,299.8,309.1,1772,24.8,113,0,No Failure,1
2814,2815,L49994,L,300.0,309.3,1395,56.5,122,0,No Failure,1
2817,2818,L49997,L,300.2,309.5,1417,41.1,129,0,No Failure,1
2818,2819,L49998,L,300.2,309.5,1729,28.4,131,0,No Failure,1
2822,2823,L50002,L,300.3,309.6,1593,38.1,140,0,No Failure,1
2823,2824,M17683,M,300.3,309.5,1320,62.2,142,0,No Failure,1
2824,2825,M17684,M,300.3,309.5,1448,42.4,145,0,No Failure,1
2825,2826,L50005,L,300.3,309.4,1470,33.5,148,0,No Failure,1
2826,2827,M17686,M,300.3,309.4,1612,33.1,150,0,No Failure,1
2827,2828,L50007,L,300.4,309.4,1412,51.6,153,0,No Failure,1
2828,2829,M17688,M,300.4,309.4,1875,23.9,155,0,No Failure,1
2830,2831,M17690,M,300.4,309.3,1411,41.6,160,0,No Failure,1
2832,2833,M17692,M,300.4,309.3,1467,40.3,166,0,No Failure,1
2834,2835,L50014,L,300.3,309.1,1368,46.0,171,0,No Failure,1
2837,2838,L50017,L,300.3,309.1,1699,30.3,178,0,No Failure,1
2838,2839,L50018,L,300.3,309.3,1478,39.5,180,0,No Failure,1
2841,2842,L50021,L,300.3,309.4,1705,29.4,190,0,No Failure,1
2846,2847,L50026,L,300.3,309.2,1412,44.8,200,0,No Failure,1
2847,2848,L50027,L,300.4,309.3,1525,39.6,202,0,No Failure,1
2848,2849,M17708,M,300.3,309.3,1391,57.9,204,0,No Failure,1
2849,2850,L50029,L,300.4,309.3,1766,28.2,207,0,No Failure,1
2853,2854,M17713,M,300.5,309.3,1539,39.1,216,0,No Failure,1
2855,2856,L50035,L,300.5,309.3,1528,37.0,221,0,No Failure,1
2861,2862,L50041,L,300.7,309.5,1479,43.6,240,0,No Failure,1
2863,2864,L50043,L,300.6,309.4,1471,44.1,244,0,No Failure,1
2865,2866,H32279,H,300.7,309.7,1623,32.7,0,0,No Failure,1
2866,2867,L50046,L,300.8,309.7,1997,20.7,5,0,No Failure,1
2868,2869,L50048,L,300.8,309.7,1418,46.6,12,0,No Failure,1
2869,2870,L50049,L,300.8,309.7,1519,35.8,14,0,No Failure,1
2870,2871,M17730,M,300.8,309.7,1519,39.7,16,0,No Failure,1
2872,2873,L50052,L,300.8,309.6,1680,28.7,22,0,No Failure,1
2876,2877,M17736,M,300.5,309.3,1578,30.5,34,0,No Failure,1
2877,2878,M17737,M,300.5,309.4,1655,32.1,37,0,No Failure,1
2879,2880,M17739,M,300.6,309.4,1367,63.2,45,1,Power Failure,3
2890,2891,L50070,L,300.6,309.7,1593,32.4,76,0,No Failure,1
2893,2894,M17753,M,300.7,309.6,1568,35.2,82,0,No Failure,1
2902,2903,M17762,M,300.6,309.4,1541,35.2,105,0,No Failure,1
2906,2907,L50086,L,300.6,309.3,1409,38.7,115,0,No Failure,1
2915,2916,L50095,L,300.5,309.5,1255,62.1,138,0,No Failure,1
2916,2917,L50096,L,300.6,309.6,1411,41.6,140,0,No Failure,1
2924,2925,L50104,L,300.8,309.7,1461,44.3,158,0,No Failure,1
2927,2928,M17787,M,300.7,309.6,1421,49.8,165,0,No Failure,1
2928,2929,M17788,M,300.8,309.7,1258,54.9,168,0,No Failure,1
2930,2931,H32344,H,300.7,309.6,1403,51.3,174,0,No Failure,1
2935,2936,M17795,M,300.8,309.7,1680,28.2,189,0,No Failure,1
2936,2937,M17796,M,300.9,309.7,1394,48.8,192,0,No Failure,1
2945,2946,H32359,H,300.7,309.6,1925,20.5,9,0,No Failure,1
2949,2950,M17809,M,300.7,309.5,1470,48.7,21,0,No Failure,1
2952,2953,H32366,H,300.7,309.5,1667,30.5,29,0,No Failure,1
2965,2966,M17825,M,300.7,309.5,1838,24.9,66,0,No Failure,1
2968,2969,M17828,M,300.6,309.4,1312,45.2,73,0,No Failure,1
2969,2970,L50149,L,300.6,309.4,1468,44.1,76,0,No Failure,1
2970,2971,M17830,M,300.6,309.4,1452,39.4,78,0,No Failure,1
2972,2973,M17832,M,300.6,309.4,1432,44.2,84,0,No Failure,1
2976,2977,M17836,M,300.5,309.3,1881,25.5,98,0,No Failure,1
2977,2978,L50157,L,300.4,309.3,1413,50.3,101,0,No Failure,1
2980,2981,L50160,L,300.4,309.5,1447,39.3,110,0,No Failure,1
2990,2991,L50170,L,300.6,309.8,1688,28.6,135,0,No Failure,1
2991,2992,M17851,M,300.5,309.7,1341,50.9,137,0,No Failure,1
2993,2994,M17853,M,300.5,309.8,1370,55.9,143,0,No Failure,1
2994,2995,L50174,L,300.5,309.8,1461,52.5,146,0,No Failure,1
2995,2996,L50175,L,300.5,309.8,1550,37.4,148,0,No Failure,1
2997,2998,L50177,L,300.5,309.8,1345,62.7,153,0,No Failure,1
2998,2999,L50178,L,300.5,309.7,1616,34.5,155,0,No Failure,1
3021,3022,L50201,L,300.5,309.8,1421,49.6,211,0,No Failure,1
3024,3025,L50204,L,300.5,309.6,1465,41.6,217,0,No Failure,1
3025,3026,L50205,L,300.5,309.6,1366,50.2,219,0,No Failure,1
3030,3031,M17890,M,300.4,309.6,1563,34.0,6,0,No Failure,1
3031,3032,M17891,M,300.5,309.7,1389,43.3,9,0,No Failure,1
3033,3034,M17893,M,300.6,309.7,1934,22.8,15,0,No Failure,1
3034,3035,H32448,H,300.6,309.7,1470,43.8,18,0,No Failure,1
3039,3040,M17899,M,300.3,309.5,1665,31.4,32,0,No Failure,1
3040,3041,L50220,L,300.3,309.5,1474,38.7,35,0,No Failure,1
3045,3046,L50225,L,300.2,309.4,1526,35.3,46,0,No Failure,1
3053,3054,H32467,H,300.2,309.3,1506,35.6,63,0,No Failure,1
3054,3055,H32468,H,300.2,309.3,1342,48.7,68,0,No Failure,1
3055,3056,L50235,L,300.1,309.2,1427,37.6,73,0,No Failure,1
3061,3062,L50241,L,300.1,309.1,1353,58.7,86,0,No Failure,1
3066,3067,M17926,M,300.1,309.2,1457,44.3,98,0,No Failure,1
3075,3076,M17935,M,300.1,309.2,1385,46.1,120,0,No Failure,1
3076,3077,L50256,L,300.0,309.2,1444,43.6,123,0,No Failure,1
3078,3079,M17938,M,300.1,309.4,1349,56.2,127,0,No Failure,1
3089,3090,H32503,H,300.1,309.3,1520,38.2,158,0,No Failure,1
3090,3091,H32504,H,300.1,309.3,1448,45.8,163,0,No Failure,1
3093,3094,L50273,L,300.0,309.3,1397,51.2,173,0,No Failure,1
3097,3098,M17957,M,299.9,309.2,1353,49.8,182,0,No Failure,1
3100,3101,L50280,L,299.8,309.1,1578,42.1,191,0,No Failure,1
3102,3103,L50282,L,299.9,309.1,1412,48.3,198,0,No Failure,1
3103,3104,L50283,L,299.8,309.1,1668,30.3,200,0,No Failure,1
3105,3106,L50285,L,299.8,309.1,1612,35.4,205,0,No Failure,1
3109,3110,L50289,L,299.9,309.2,1491,44.3,214,0,No Failure,1
3110,3111,H32524,H,299.9,309.2,1525,33.2,0,0,No Failure,1
3113,3114,M17973,M,299.9,309.1,1345,56.8,10,0,No Failure,1
3115,3116,L50295,L,299.9,309.2,1658,34.8,16,0,No Failure,1
3116,3117,L50296,L,300.0,309.2,1566,34.4,18,0,No Failure,1
3117,3118,M17977,M,300.1,309.3,1469,43.9,20,0,No Failure,1
3127,3128,L50307,L,300.0,309.5,1717,28.3,48,0,No Failure,1
3129,3130,L50309,L,300.1,309.6,1642,34.5,53,0,No Failure,1
3130,3131,L50310,L,300.1,309.6,1760,25.4,55,0,No Failure,1
3133,3134,H32547,H,300.2,309.6,1442,49.2,61,0,No Failure,1
3136,3137,L50316,L,300.4,309.9,1435,54.8,70,0,No Failure,1
3140,3141,H32554,H,300.4,309.9,2563,12.8,81,1,Power Failure,3
3141,3142,L50321,L,300.5,310.0,1521,45.1,86,0,No Failure,1
3145,3146,M18005,M,300.5,310.0,1415,43.5,98,0,No Failure,1
3146,3147,M18006,M,300.5,309.9,1780,26.5,101,0,No Failure,1
3147,3148,M18007,M,300.4,309.7,1440,42.8,104,0,No Failure,1
3151,3152,L50331,L,300.5,309.8,1428,43.8,119,0,No Failure,1
3152,3153,M18012,M,300.5,309.8,1473,42.3,121,0,No Failure,1
3154,3155,L50334,L,300.4,309.7,1534,42.5,127,0,No Failure,1
3156,3157,L50336,L,300.4,309.7,1467,36.9,131,0,No Failure,1
3159,3160,H32573,H,300.4,309.8,1409,47.5,138,0,No Failure,1
3161,3162,L50341,L,300.4,309.8,1314,63.1,146,0,No Failure,1
3171,3172,L50351,L,300.4,309.6,1386,56.9,170,0,No Failure,1
3172,3173,M18032,M,300.3,309.6,1488,41.3,172,0,No Failure,1
3173,3174,L50353,L,300.3,309.6,1624,32.6,175,0,No Failure,1
3174,3175,L50354,L,300.3,309.6,1600,34.6,177,0,No Failure,1
3179,3180,L50359,L,300.1,309.3,1570,36.8,189,0,No Failure,1
3180,3181,M18040,M,300.2,309.4,1433,48.8,191,0,No Failure,1
3181,3182,L50361,L,300.2,309.4,1527,37.0,194,0,No Failure,1
3185,3186,L50365,L,300.1,309.3,1685,27.1,203,0,No Failure,1
3189,3190,L50369,L,300.1,309.1,1551,33.7,214,0,No Failure,1
3190,3191,L50370,L,300.1,309.2,1599,30.1,216,0,No Failure,1
3193,3194,L50373,L,300.0,309.1,1401,44.5,0,0,No Failure,1
3196,3197,L50376,L,300.0,309.1,1489,40.3,7,0,No Failure,1
3197,3198,L50377,L,300.0,309.1,1465,40.6,9,0,No Failure,1
3199,3200,H32613,H,300.1,309.1,1560,35.4,14,0,No Failure,1
3201,3202,L50381,L,300.2,309.1,1479,47.0,22,0,No Failure,1
3208,3209,M18068,M,300.2,309.1,1406,42.2,40,0,No Failure,1
3213,3214,L50393,L,300.4,309.2,1752,29.0,52,0,No Failure,1
3214,3215,H32628,H,300.4,309.3,1396,51.2,54,0,No Failure,1
3215,3216,M18075,M,300.5,309.4,2179,16.3,59,0,No Failure,1
3217,3218,L50397,L,300.6,309.5,2025,21.4,64,0,No Failure,1
3221,3222,L50401,L,300.6,309.6,1423,49.1,74,0,No Failure,1
3225,3226,L50405,L,300.6,309.4,1474,40.7,87,0,No Failure,1
3226,3227,L50406,L,300.5,309.3,1465,46.0,89,0,No Failure,1
3229,3230,L50409,L,300.6,309.4,1442,43.2,96,0,No Failure,1
3232,3233,L50412,L,300.7,309.3,1580,38.3,102,0,No Failure,1
3233,3234,H32647,H,300.8,309.4,1474,40.7,104,0,No Failure,1
3235,3236,L50415,L,300.8,309.4,1946,20.5,111,0,No Failure,1
3236,3237,M18096,M,300.8,309.4,1342,62.4,113,1,Heat Dissipation Failure,0
3237,3238,M18097,M,300.9,309.5,1758,26.8,116,0,No Failure,1
3238,3239,M18098,M,300.9,309.4,1724,25.6,119,0,No Failure,1
3245,3246,M18105,M,301.0,309.6,1588,32.7,138,0,No Failure,1
3248,3249,M18108,M,301.0,309.7,1511,39.3,146,0,No Failure,1
3263,3264,L50443,L,301.3,310.0,1344,54.8,186,0,No Failure,1
3266,3267,L50446,L,301.3,310.1,1269,56.8,195,1,Overstrain Failure,2
3267,3268,L50447,L,301.3,310.0,1550,41.5,197,0,No Failure,1
3269,3270,M18129,M,301.3,310.0,1696,32.4,202,0,No Failure,1
3271,3272,M18131,M,301.4,310.0,1689,32.1,207,0,No Failure,1
3274,3275,L50454,L,301.3,310.0,1665,31.4,0,0,No Failure,1
3275,3276,H32689,H,301.3,310.0,1532,36.3,2,0,No Failure,1
3277,3278,L50457,L,301.3,310.1,1531,41.6,9,0,No Failure,1
3282,3283,L50462,L,301.2,309.9,1515,40.9,21,0,No Failure,1
3285,3286,L50465,L,301.2,309.9,1687,29.7,30,0,No Failure,1
3287,3288,M18147,M,301.2,310.1,1558,32.6,34,0,No Failure,1
3288,3289,L50468,L,301.3,310.1,1662,31.0,37,0,No Failure,1
3292,3293,L50472,L,301.3,310.3,1400,44.3,47,0,No Failure,1
3295,3296,L50475,L,301.1,310.2,1496,43.4,54,0,No Failure,1
3297,3298,L50477,L,301.2,310.3,1548,38.6,59,0,No Failure,1
3303,3304,L50483,L,301.2,310.4,1390,49.9,74,0,No Failure,1
3306,3307,L50486,L,301.4,310.5,1432,54.3,81,0,No Failure,1
3307,3308,M18167,M,301.4,310.5,1563,39.9,83,0,No Failure,1
3309,3310,L50489,L,301.3,310.4,1384,50.1,88,0,No Failure,1
3311,3312,L50491,L,301.3,310.4,1459,44.7,92,0,No Failure,1
3314,3315,L50494,L,301.4,310.5,1489,43.5,98,0,No Failure,1
3316,3317,M18176,M,301.4,310.5,1217,60.6,103,0,No Failure,1
3318,3319,L50498,L,301.4,310.4,1436,49.7,108,0,No Failure,1
3319,3320,L50499,L,301.4,310.4,1689,30.6,110,0,No Failure,1
3320,3321,L50500,L,301.5,310.5,2289,16.4,112,0,No Failure,1
3322,3323,L50502,L,301.5,310.5,1351,52.9,116,0,No Failure,1
3326,3327,L50506,L,301.5,310.6,1962,20.2,124,0,No Failure,1
3327,3328,M18187,M,301.5,310.6,2432,14.2,126,0,No Failure,1
3328,3329,L50508,L,301.6,310.6,1418,43.9,129,0,No Failure,1
3330,3331,L50510,L,301.7,310.8,1385,50.7,133,0,No Failure,1
3333,3334,M18193,M,301.6,310.8,1343,49.5,140,0,No Failure,1
3336,3337,L50516,L,301.6,310.8,1535,35.4,148,0,No Failure,1
3337,3338,L50517,L,301.6,310.8,1564,34.1,150,0,No Failure,1
3346,3347,L50526,L,301.3,310.7,1761,24.3,174,0,No Failure,1
3348,3349,M18208,M,301.3,310.7,1532,40.7,178,0,No Failure,1
3349,3350,L50529,L,301.4,310.7,1673,27.8,181,0,No Failure,1
3354,3355,L50534,L,301.6,310.9,1559,40.2,191,0,No Failure,1
3357,3358,H32771,H,301.6,310.7,1414,51.7,197,0,No Failure,1
3359,3360,L50539,L,301.5,310.6,1525,41.9,204,0,No Failure,1
3360,3361,L50540,L,301.5,310.6,1394,46.5,206,0,No Failure,1
3366,3367,M18226,M,301.4,310.7,1692,32.3,5,0,No Failure,1
3367,3368,H32781,H,301.5,310.7,1790,26.2,8,0,No Failure,1
3375,3376,M18235,M,301.4,310.6,1459,46.9,27,0,No Failure,1
3378,3379,L50558,L,301.5,310.7,1568,33.1,38,0,No Failure,1
3379,3380,M18239,M,301.4,310.7,1459,37.7,40,0,No Failure,1
3385,3386,L50565,L,301.5,310.7,1466,43.6,56,0,No Failure,1
3392,3393,L50572,L,301.5,310.7,1408,47.3,79,0,No Failure,1
3394,3395,L50574,L,301.5,310.6,1405,42.3,83,0,No Failure,1
3395,3396,L50575,L,301.4,310.5,1647,33.3,85,0,No Failure,1
3398,3399,L50578,L,301.4,310.7,1675,30.7,92,0,No Failure,1
3405,3406,M18265,M,301.3,310.4,1635,32.5,110,0,No Failure,1
3408,3409,M18268,M,301.2,310.4,1382,41.6,117,0,No Failure,1
3409,3410,M18269,M,301.2,310.4,1697,30.0,120,0,No Failure,1
3412,3413,L50592,L,301.3,310.3,1313,55.6,127,0,No Failure,1
3416,3417,L50596,L,301.5,310.5,1435,44.6,135,0,No Failure,1
3420,3421,L50600,L,301.6,310.6,1834,23.5,146,0,No Failure,1
3421,3422,M18281,M,301.5,310.5,1612,29.8,148,0,No Failure,1
3425,3426,M18285,M,301.5,310.5,1623,33.5,157,0,No Failure,1
3428,3429,L50608,L,301.6,310.6,1391,49.4,164,0,No Failure,1
3430,3431,H32844,H,301.6,310.6,1821,26.2,171,0,No Failure,1
3435,3436,L50615,L,301.5,310.5,1389,54.9,187,0,No Failure,1
3437,3438,L50617,L,301.5,310.5,2297,15.8,191,0,No Failure,1
3441,3442,L50621,L,301.4,310.4,1559,39.4,199,0,No Failure,1
3443,3444,L50623,L,301.5,310.5,1535,39.0,204,0,No Failure,1
3446,3447,H32860,H,301.6,310.6,1400,49.5,211,0,No Failure,1
3447,3448,L50627,L,301.7,310.6,1624,34.5,216,0,No Failure,1
3450,3451,L50630,L,301.6,310.6,1506,43.4,222,0,No Failure,1
3452,3453,H32866,H,301.6,310.5,1602,32.3,2,0,Random Failures,4
3453,3454,L50633,L,301.5,310.4,1425,54.4,7,0,No Failure,1
3458,3459,L50638,L,301.5,310.4,1329,46.6,24,0,No Failure,1
3462,3463,H32876,H,301.6,310.5,1786,27.1,35,0,No Failure,1
3464,3465,L50644,L,301.7,310.6,1303,59.7,42,0,No Failure,1
3466,3467,L50646,L,301.7,310.6,1447,56.9,47,0,No Failure,1
3468,3469,L50648,L,301.8,310.7,2092,18.6,51,0,No Failure,1
3469,3470,M18329,M,301.8,310.7,1429,47.9,53,0,No Failure,1
3477,3478,L50657,L,301.8,310.7,1547,41.7,72,0,No Failure,1
3481,3482,L50661,L,302.0,310.9,1663,31.5,81,0,No Failure,1
3482,3483,L50662,L,301.9,310.8,1540,37.6,83,0,No Failure,1
3483,3484,H32897,H,301.9,310.8,1455,42.7,85,0,No Failure,1
3486,3487,L50666,L,301.9,310.8,1650,29.8,94,0,No Failure,1
3495,3496,M18355,M,301.9,311.0,1384,47.4,121,0,No Failure,1
3499,3500,L50679,L,301.9,311.0,1353,43.8,130,0,No Failure,1
3509,3510,L50689,L,301.8,311.0,1771,27.2,162,0,No Failure,1
3511,3512,L50691,L,301.8,311.0,1322,53.0,166,0,No Failure,1
3513,3514,M18373,M,301.9,311.1,1417,52.5,171,0,No Failure,1
3517,3518,L50697,L,302.0,311.0,1550,35.2,184,0,No Failure,1
3524,3525,M18384,M,301.8,310.8,1365,48.2,199,0,No Failure,1
3527,3528,M18387,M,301.9,310.9,1573,38.9,209,0,No Failure,1
3535,3536,H32949,H,301.9,311.0,1672,29.9,13,0,No Failure,1
3536,3537,L50716,L,302.0,311.0,1632,34.2,18,0,No Failure,1
3547,3548,M18407,M,301.9,311.0,1467,48.1,43,0,No Failure,1
3548,3549,L50728,L,301.9,310.9,1616,34.5,46,0,No Failure,1
3550,3551,M18410,M,301.9,311.0,1432,41.5,51,0,No Failure,1
3551,3552,L50731,L,301.9,310.9,1799,24.2,54,0,No Failure,1
3553,3554,M18413,M,301.8,310.8,1618,37.8,59,0,No Failure,1
3557,3558,M18417,M,301.8,310.7,1309,43.3,68,0,No Failure,1
3559,3560,M18419,M,301.7,310.7,1659,29.9,73,0,No Failure,1
3564,3565,M18424,M,301.7,310.6,1492,42.2,85,0,No Failure,1
3565,3566,M18425,M,301.8,310.7,1420,52.0,88,0,No Failure,1
3567,3568,L50747,L,301.8,310.5,1548,34.1,93,0,No Failure,1
3569,3570,M18429,M,301.8,310.6,1552,35.9,97,0,No Failure,1
3573,3574,L50753,L,301.8,310.6,1452,48.4,110,0,No Failure,1
3574,3575,L50754,L,301.7,310.6,1406,46.0,112,0,No Failure,1
3580,3581,L50760,L,301.8,310.6,1650,31.9,126,0,No Failure,1
3582,3583,L50762,L,301.8,310.6,1395,50.5,131,0,No Failure,1
3584,3585,L50764,L,301.8,310.6,1192,68.9,135,0,No Failure,1
3586,3587,L50766,L,301.8,310.5,1593,34.9,139,0,No Failure,1
3591,3592,M18451,M,301.7,310.5,1458,41.4,153,0,No Failure,1
3598,3599,L50778,L,301.7,310.5,1399,53.2,174,0,No Failure,1
3599,3600,H33013,H,301.7,310.5,1388,50.5,176,0,No Failure,1
3606,3607,L50786,L,301.7,310.7,1318,55.0,194,0,No Failure,1
3607,3608,L50787,L,301.6,310.7,1638,33.8,196,0,No Failure,1
3608,3609,M18468,M,301.7,310.8,1954,21.6,198,0,No Failure,1
3609,3610,M18469,M,301.7,310.9,1644,32.5,201,0,No Failure,1
3613,3614,L50793,L,301.7,310.9,1557,39.4,2,0,No Failure,1
